Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,"""Sub-Category""",Product_Name,Sales,Quantity,Discount,Profit,Total_cost,Profit_Margin
CA-2016-133697,20/10/2016,24/10/2016,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.2,4,0.2,7.89,124.8,0.252884615
CA-2016-133697,20/10/2016,24/10/2016,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,31.176,1,0.3,-14.5764,31.176,-0.467551963
CA-2017-148138,29/09/2017,03/10/2017,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Marion,Ohio,43302,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,31.176,2,0.2,-6.396,62.352,-0.205157814
CA-2017-119809,18/08/2017,25/08/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,31.168,9,0.2,942.8157,280.512,30.24947703
CA-2017-119809,18/08/2017,25/08/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,31.16,7,0,290.0058,218.12,9.30698973
CA-2017-119809,18/08/2017,25/08/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",31.155,3,0,22.4196,93.465,0.719614829
CA-2017-149944,12/11/2017,16/11/2017,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,98632,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,31.152,3,0,9.12,93.456,0.292758089
CA-2017-149944,12/11/2017,16/11/2017,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,98632,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,31.128,2,0,22.0748,62.256,0.709162169
CA-2014-128538,11/10/2014,15/10/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Redondo Beach,California,90278,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",31.12,1,0,3.7436,31.12,0.12029563
CA-2015-161711,28/11/2015,03/12/2015,Standard Class,MC-17425,Mark Cousins,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",31.12,3,0,27.9456,93.36,0.897994859
CA-2015-161711,28/11/2015,03/12/2015,Standard Class,MC-17425,Mark Cousins,Corporate,United States,New York City,New York,10035,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,31.104,8,0,29.2528,248.832,0.940483539
US-2015-129553,27/07/2015,02/08/2015,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,31.104,3,0,0.2997,93.312,0.009635417
CA-2016-160220,20/10/2016,26/10/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",31.104,6,0,35.196,186.624,1.131558642
CA-2016-160220,20/10/2016,26/10/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,31.104,2,0,51.8346,62.208,1.666493056
CA-2016-160220,20/10/2016,26/10/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,31.104,7,0,1.4602,217.728,0.04694573
US-2017-157224,14/09/2017,18/09/2017,Second Class,JB-16000,Joy Bell-,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000121,Office Supplies,Labels,Avery 48,31.104,9,0,26.082,279.936,0.838541667
CA-2017-140627,23/12/2017,27/12/2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",31.104,4,0.2,19.0848,124.416,0.613580247
CA-2017-140627,23/12/2017,27/12/2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,31.104,7,0.2,1.0731,217.728,0.034500386
CA-2017-140627,23/12/2017,27/12/2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,31.104,3,0.2,-54.588,93.312,-1.755015432
CA-2015-133445,05/10/2015,09/10/2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Portland,Oregon,97206,West,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",31.104,1,0.7,-103.8606,31.104,-3.33913966
CA-2015-133445,05/10/2015,09/10/2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Portland,Oregon,97206,West,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,31.104,4,0.2,-14.5584,124.416,-0.468055556
CA-2014-148782,02/11/2014,07/11/2014,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Irving,Texas,75061,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",31.104,3,0.2,7.7679,93.312,0.249739583
CA-2016-148208,22/01/2016,27/01/2016,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,44105,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,31.086,4,0.4,-20.2356,124.344,-0.650955414
CA-2016-148208,22/01/2016,27/01/2016,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,44105,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",31.086,3,0.2,15.8631,93.258,0.51029724
CA-2017-127656,11/07/2017,17/07/2017,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Waterloo,Iowa,50701,Central,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,31.08,4,0,11.8248,124.32,0.38046332
US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,31.08,2,0.2,8.8784,62.16,0.285662806
US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,31.05,3,0,9.3312,93.15,0.300521739
US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,31.05,11,0,34.2144,341.55,1.101913043
US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,31.05,5,0.2,459.9875,155.25,14.81441224
US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,31.02,5,0.2,-17.991,155.1,-0.579980658
CA-2016-144400,23/02/2016,27/02/2016,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",31.008,3,0.2,21.591,93.024,0.69630418
US-2016-155180,22/01/2016,29/01/2016,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,30.992,4,0.2,9.2176,123.968,0.297418689
CA-2015-134075,12/12/2015,16/12/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,30.98,3,0,21.645,92.94,0.698676566
CA-2015-134075,12/12/2015,16/12/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,30.98,2,0,93.6988,61.96,3.024493221
US-2016-131912,29/10/2016,01/11/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.976,1,0.2,3.8168,30.976,0.123217975
CA-2017-141572,28/05/2017,31/05/2017,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,3301,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.96,8,0,101.4504,247.68,3.276821705
CA-2014-134621,21/12/2014,28/12/2014,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,30.96,2,0.7,-14.592,61.92,-0.471317829
CA-2016-165561,24/11/2016,28/11/2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Bellevue,Washington,98006,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",30.96,3,0,7.605,92.88,0.245639535
CA-2015-112305,20/11/2015,25/11/2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,30.96,6,0,30.9504,185.76,0.999689922
CA-2015-112305,20/11/2015,25/11/2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",30.93,3,0,6.4206,92.79,0.207584869
CA-2015-112305,20/11/2015,25/11/2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,30.88,2,0,6.0114,61.76,0.194669689
CA-2017-121580,29/05/2017,04/06/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,30.88,1,0,19.9686,30.88,0.646651554
CA-2017-121580,29/05/2017,04/06/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,30.87,3,0,2.6208,92.61,0.084897959
CA-2017-121580,29/05/2017,04/06/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,30.84,2,0,120.9416,61.68,3.921582361
CA-2017-121580,29/05/2017,04/06/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",30.84,1,0,3.99,30.84,0.129377432
CA-2014-101147,02/12/2014,04/12/2014,First Class,MC-17575,Matt Collins,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,30.84,1,0.8,-6.3441,30.84,-0.205710117
CA-2014-165806,07/04/2014,07/04/2014,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,30.84,9,0,27.9936,277.56,0.90770428
CA-2014-165806,07/04/2014,07/04/2014,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,30.828,3,0,50.2425,92.484,1.629768392
CA-2015-151624,08/09/2015,14/09/2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Montgomery,Alabama,36116,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,30.816,8,0,8.1168,246.528,0.263395639
CA-2017-139444,09/09/2017,15/09/2017,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Plano,Texas,75023,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,30.816,4,0.2,3.4496,123.264,0.111941848
CA-2015-133977,06/09/2015,08/09/2015,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Tamarac,Florida,33319,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,30.816,1,0.7,-2.5256,30.816,-0.081957425
CA-2017-141425,02/11/2017,06/11/2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,30.8,2,0.2,-81.7258,61.6,-2.653435065
CA-2015-133536,28/03/2015,30/03/2015,Second Class,JH-15820,John Huston,Consumer,United States,New York City,New York,10009,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.768,3,0,11.2308,92.304,0.365015601
CA-2015-150441,13/08/2015,17/08/2015,Second Class,RA-19285,Ralph Arnett,Consumer,United States,Richmond,Indiana,47374,Central,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,30.69,4,0,5.5664,122.76,0.181375041
CA-2015-162607,12/05/2015,18/05/2015,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,30.672,3,0.2,4.9248,92.016,0.16056338
CA-2017-103506,23/07/2017,27/07/2017,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Long Beach,New York,11561,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",30.576,4,0,19.872,122.304,0.649921507
CA-2016-132479,24/09/2016,26/09/2016,First Class,MK-17905,Michael Kennedy,Corporate,United States,Rockford,Illinois,61107,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,30.56,7,0.8,-729.9138,213.92,-23.88461387
CA-2017-160724,05/05/2017,10/05/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,30.56,3,0,15.525,91.68,0.508017016
US-2016-115952,06/10/2016,06/10/2016,Same Day,JH-15910,Jonathan Howell,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,30.56,5,0,14.425,152.8,0.472022251
CA-2014-146731,03/11/2014,08/11/2014,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",30.56,2,0.2,1.1772,61.12,0.038520942
CA-2014-146731,03/11/2014,08/11/2014,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,30.56,9,0.2,48.5514,275.04,1.588723822
CA-2015-115392,01/10/2015,04/10/2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Cambridge,Massachusetts,2138,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,30.53,2,0,93.594,61.06,3.065640354
CA-2015-115392,01/10/2015,04/10/2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Cambridge,Massachusetts,2138,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,30.528,5,0,10.327,152.64,0.338279612
CA-2017-102379,02/12/2017,06/12/2017,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,30.48,1,0.2,-7.9984,30.48,-0.262414698
CA-2017-102379,02/12/2017,06/12/2017,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,30.48,9,0.2,43.4646,274.32,1.426003937
CA-2017-102379,02/12/2017,06/12/2017,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,30.48,5,0,44.975,152.4,1.475557743
CA-2017-149706,11/12/2017,12/12/2017,First Class,AS-10285,Alejandro Savely,Corporate,United States,Palatine,Illinois,60067,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,30.44,7,0.2,23.2624,213.08,0.764204993
US-2016-139087,17/07/2016,22/07/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,30.44,3,0,4.4712,91.32,0.146885677
US-2016-139087,17/07/2016,22/07/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,30.44,3,0,89.964,91.32,2.955453351
US-2016-139087,17/07/2016,22/07/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",30.4,5,0,10.89,152,0.358223684
US-2016-139087,17/07/2016,22/07/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.4,7,0,41.2237,212.8,1.356042763
US-2016-139087,17/07/2016,22/07/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,30.384,2,0,17.38,60.768,0.572011585
US-2016-139087,17/07/2016,22/07/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,30.36,2,0.2,-4.6764,60.72,-0.154031621
US-2016-139087,17/07/2016,22/07/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",30.36,3,0.2,4.1652,91.08,0.137193676
CA-2017-152226,12/05/2017,16/05/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-LA-10000443,Office Supplies,Labels,Avery 501,30.352,2,0.2,1.9926,60.704,0.06564971
CA-2015-116484,20/11/2015,26/11/2015,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Marion,Ohio,43302,East,FUR-FU-10002874,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,30.345,2,0.2,9.5736,60.69,0.315491844
CA-2015-116484,20/11/2015,26/11/2015,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Marion,Ohio,43302,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",30.344,3,0.2,-26.541,91.032,-0.874670446
CA-2016-100944,24/09/2016,28/09/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,90049,West,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",30.336,5,0,143.303,151.68,4.723859441
CA-2016-100944,24/09/2016,28/09/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,30.336,5,0.2,56.324,151.68,1.856671941
CA-2016-125080,21/10/2016,26/10/2016,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Lakewood,Ohio,44107,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",30.32,2,0.4,-231.4116,60.64,-7.632308707
CA-2016-121020,24/10/2016,31/10/2016,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Lebanon,Tennessee,37087,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,30.28,3,0.2,17.9982,90.84,0.594392338
CA-2014-100090,08/07/2014,12/07/2014,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,30.192,3,0.2,-87.9354,90.576,-2.912539746
CA-2014-100090,08/07/2014,12/07/2014,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",30.18,6,0.2,68.8464,181.08,2.281192843
US-2015-139675,13/03/2015,18/03/2015,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,30.18,4,0.2,102.9528,120.72,3.411292247
US-2015-139675,13/03/2015,18/03/2015,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,30.144,8,0,91.7728,241.152,3.04447983
CA-2017-143756,02/12/2017,05/12/2017,First Class,ME-17725,Max Engle,Consumer,United States,Salem,Virginia,24153,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,30.144,2,0,168.4704,60.288,5.588853503
CA-2015-151253,22/04/2015,26/04/2015,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",30.08,3,0.2,7.7679,90.24,0.258241356
CA-2015-151253,22/04/2015,26/04/2015,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,30.08,3,0,16.6764,90.24,0.554401596
CA-2014-141152,16/09/2014,19/09/2014,First Class,RF-19345,Randy Ferguson,Corporate,United States,New York City,New York,10024,East,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",30.072,1,0.2,12.582,30.072,0.41839585
CA-2014-141313,28/12/2014,01/01/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,30.016,6,0,503.7822,180.096,16.78378865
CA-2014-141313,28/12/2014,01/01/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",30,5,0,84.51,150,2.817
CA-2014-141313,28/12/2014,01/01/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,30,4,0,66.6272,120,2.220906667
CA-2014-169852,21/10/2014,26/10/2014,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,San Diego,California,92024,West,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,30,3,0.2,12.2715,90,0.40905
CA-2017-107314,30/11/2017,03/12/2017,First Class,MZ-17335,Maria Zettner,Home Office,United States,San Francisco,California,94109,West,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,29.99,3,0,9.5571,89.97,0.318676225
US-2014-161305,06/06/2014,12/06/2014,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",29.99,3,0.8,-38.1114,89.97,-1.270803601
US-2014-161305,06/06/2014,12/06/2014,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",29.99,2,0.2,4.7196,59.98,0.157372457
CA-2017-166919,23/11/2017,27/11/2017,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Dallas,Texas,75220,Central,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,29.98,5,0.2,19.596,149.9,0.653635757
CA-2017-162712,18/06/2017,20/06/2017,Second Class,NK-18490,Neil Knudson,Home Office,United States,Corpus Christi,Texas,78415,Central,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,29.97,3,0.2,23.235,89.91,0.775275275
CA-2017-107552,05/05/2017,05/05/2017,Same Day,AI-10855,Arianne Irving,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,29.97,1,0,3.2064,29.97,0.106986987
CA-2016-163328,04/11/2016,06/11/2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,29.97,7,0.2,-4.1762,209.79,-0.139346013
CA-2016-163328,04/11/2016,06/11/2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",29.97,1,0.2,-14.4078,29.97,-0.480740741
CA-2016-163328,04/11/2016,06/11/2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,29.96,3,0.2,16.7832,89.88,0.560186916
CA-2016-163328,04/11/2016,06/11/2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,29.95,3,0.2,-97.5528,89.85,-3.257188648
CA-2016-163328,04/11/2016,06/11/2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",29.95,8,0.2,228.0792,239.6,7.61533222
CA-2016-163328,04/11/2016,06/11/2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,29.94,1,0.2,5.3116,29.94,0.17740815
